"","IDROAD","IDREL_A","IDREL_B","N_POST","LENGTH","MAX_SLOPE","AVG_SLOPE","SPEED","TIME"
"1333","2663","1832","147",1,5.727,5.73,1.5,10.07,34
"1334","2664","1509","1365",3,22.134,7.56,1.7,7.5,177
"1335","2665","1903","904",2.25,16.161,16.94,5.58,7.5,129
"1336","2666","1903","906",2,16.864,11.11,1.38,7.5,135
"1337","2667","1741","907",2,17.149,3.56,0.58,7.5,137
"1338","2668","1741","150",2.5,17.8,7.25,1.17,7.5,142
"1339","2669","520","611",2,14.233,4.63,0.88,7.66,112
"1340","2670","1833","1453",1,7.885,13.26,4.04,8.17,58
"1341","2671","1833","575",1.5,14.376,10.68,2.46,7.5,115
"1342","2672","1454","92",3.5,31.292,9.88,1.68,7.5,250
"1343","2673","1562","885",2.5,19.059,20.29,4.03,7.5,152
"1344","2674","431","1834",1,6.008,7.34,3.25,9.23,39
"1345","2675","409","1834",1.25,10.702,4.41,0.59,8.76,73
"1346","2676","955","953",2.5,20.524,6.37,1.9,7.5,164
"1347","2677","957","956",2.5,19.892,7.88,1.72,7.5,159
"1348","2678","961","960",2,18.356,8.3,3.07,7.5,147
"1349","2679","964","962",2.5,19.293,10.89,2.86,7.5,154
"1350","2680","977","1390",3.5,28.595,12.09,1.52,7.5,229
"1351","2681","977","160",2.5,22.496,3.92,1.39,7.5,180
"1352","2682","1488","964",3,20.334,7.4,1.49,7.5,163
"1353","2683","850","508",2.25,17.077,2.13,0.38,7.5,137
"1354","2684","508","1042",4,29.93,4.01,1.03,7.5,239
"1355","2688","1835","334",2,16.349,8.03,2.49,7.5,131
"1356","2692","1042","509",2,17.44,0,0,7.5,140
"1357","2697","1836","499",1.5,10.816,10.85,2.54,8.15,80
"1358","2698","307","305",3,24.935,11.38,1.98,7.5,199
"1359","2699","1837","826",1.25,8.974,10.48,3.98,7.88,68
"1360","2700","1837","943",2.5,19.251,6.92,1.29,7.5,154
"1361","2701","1837","428",1.5,13.06,5.81,1.69,7.81,100
"1362","2702","680","242",2,14.077,3.62,0.63,7.74,109
"1363","2703","263","249",2,12.774,12.01,3.92,7.5,102
"1364","2704","1838","274",2,16.996,2.71,0.28,7.5,136
"1365","2705","1838","277",1.5,11.826,2.57,0.54,8.42,84
"1366","2706","1839","1148",2,17.117,6.3,1.55,7.5,137
"1367","2707","1742","1839",1.5,11.245,14.12,3.85,7.5,90
"1368","2708","1745","1620",1.5,12.499,17.81,4.47,7.5,100
"1369","2709","814","259",4.25,26.749,18.83,7.31,7.5,214
"1370","2712","1885","861",2,16.824,5.46,0.82,7.5,135
"1371","2713","1885","1840",1.5,11.481,10.03,1.17,8.43,82
"1372","2714","487","1840",1.5,9.862,5.03,0.84,8.97,66
"1373","2715","488","483",2,13.124,17.91,5.74,7.5,105
"1374","2716","1841","882",1,7.826,17.34,4.44,7.9,59
"1375","2717","1841","883",1,9.08,13.15,3.24,8.31,66
"1376","2718","1893","1276",1.25,9.377,8.2,2.75,8.48,66
"1377","2719","1893","1275",1.5,9.291,13.24,4.32,7.55,74
"1378","2720","1894","1271",1,5.894,11.7,5.86,7.5,47
"1379","2721","1894","398",1.5,11.7,11.36,1.45,8.29,85
"1380","2722","538","210",3,23.102,4.43,0.92,7.5,185
"1381","2723","1895","201",1.5,9.426,15.58,4.86,7.5,75
"1382","2724","1895","390",1.5,9.148,28.68,9.86,7.5,73
"1383","2725","431","1886",2,14.091,12.76,2.06,7.5,113
"1384","2726","1886","531",2,13.914,8.55,1.1,7.71,108
"1385","2727","1214","1212",2.5,23.104,3.94,0.62,7.5,185
"1386","2728","1396","538",2.5,19.145,2.24,0.79,7.5,153
"1387","2731","105","1904",1.5,12.955,4.91,1.22,7.97,98
"1388","2732","106","1904",1.5,9.341,7.43,2.08,8.79,64
"1389","2733","465","1905",1.75,10.439,0.85,0.26,8.86,71
"1390","2734","465","1844",1,8.987,1.05,0.2,9.3,58
"1391","2735","1844","1232",1,8.809,10.12,1.69,9.09,58
"1392","2736","1905","55",1,6.353,2.23,0.36,10.08,38
"1393","2737","1665","1884",1.5,11.67,8.41,2.11,8.08,87
"1394","2738","34","1884",1.5,9.229,6.79,1.71,8.95,62
"1395","2739","1586","1845",1.5,11.272,10.04,3.5,7.5,90
"1396","2740","1587","1845",1,8.206,5.08,1.78,9.24,53
"1397","2741","1846","33",2,14.982,32.67,7.59,7.5,120
"1398","2742","1848","1847",2,14.087,24.39,4.47,7.5,113
"1399","2743","1849","1848",1.5,10.752,15.19,4.24,7.5,86
"1400","2744","1850","1849",2,12.912,28.59,8.4,7.5,103
"1401","2745","1914","1850",2,16.749,47.56,12.76,7.5,134
"1402","2746","1914","1851",2.5,6.66,43.55,10.61,7.5,53
"1403","2747","1906","1852",1.5,10.288,34.09,13.5,7.5,82
"1404","2748","1906","1853",2,10.829,53.69,14.21,7.5,87
"1405","2749","1853","1854",1.5,9.874,36.31,11.93,7.5,79
"1406","2750","1855","1854",1.5,12.14,21.19,2.87,7.59,96
"1407","2751","1907","1855",1.5,11.429,14,3.34,7.55,91
"1408","2752","1907","131",1.5,15.21,13.17,2.6,7.5,122
"1409","2753","1856","202",2.5,19.578,17.86,3.79,7.5,157
"1410","2754","1856","1908",3.25,16.23,25.52,6.1,7.5,130
"1411","2755","915","1908",1.75,14.126,31.67,7.57,7.5,113
"1412","2756","1857","157",2.5,11.834,4.17,1.38,8.27,86
"1413","2757","1858","1857",1,14.422,5.01,1.46,7.5,115
"1414","2758","1859","1858",2,15.659,10.65,2.34,7.5,125
"1415","2759","1859","1854",2,16.26,18.31,2.99,7.5,130
"1416","2760","1748","1425",2,15.719,25.74,6.8,7.5,126
"1417","2761","1426","1425",2,10.763,32.16,10.11,7.5,86
"1418","2762","1909","589",1.5,8.445,10.82,3.33,8.45,60
"1419","2763","1909","590",2.5,9.309,6.38,2.35,8.69,64
"1420","2764","1909","465",3,20.568,15.89,3.33,7.5,165
"1421","2765","229","225",2.25,16.917,7.23,1.33,7.5,135
"1422","2766","823","505",2,17.405,9.97,1.34,7.5,139
"1423","2767","177","1860",1,12.594,41.28,6.71,7.5,101
"1424","2768","1861","1860",1.5,5.708,36.12,11.52,7.5,46
"1425","2769","1862","1861",1.25,13.507,10.95,2.2,7.5,108
"1426","2770","1943","1862",1.25,6.179,33.97,11.41,7.5,49
"1427","2771","1910","1876",1.5,11.975,15.93,4.52,7.5,96
"1428","2772","1876","1863",1.5,8.64,36.58,10.24,7.5,69
"1429","2773","1943","1863",1.25,9.756,63.32,17.14,7.5,78
"1430","2774","1864","1910",1.75,11.329,20.39,7.33,7.5,91
"1431","2775","1865","1864",1.75,15.78,26.21,5.25,7.5,126
"1432","2776","1911","1865",1.75,16.443,18.47,4.94,7.5,132
"1433","2777","1911","1866",2,13.212,19.85,2.71,7.5,106
"1434","2778","1867","1866",1.5,13.857,21.55,2.52,7.5,111
"1435","2779","1912","1867",1.5,9.252,36.61,11.49,7.5,74
"1436","2780","1912","1868",1.5,11.263,11.28,2.35,8.1,83
"1437","2781","1913","1870",2,11.591,26.7,5.24,7.5,93
"1438","2782","1913","1869",1.5,10.267,28.39,9.54,7.5,82
"1439","2783","1869","1868",1.5,11.326,22.84,8.36,7.5,91
"1440","2784","1872","1871",2.5,16.289,30.41,5.86,7.5,130
"1441","2785","1871","1870",2.5,13.534,21.28,4.95,7.5,108
"1442","2786","1872","457",2.5,17.27,44.45,7.52,7.5,138
"1443","2787","1875","48",2.25,17.261,19.91,5.46,7.5,138
"1444","2788","1875","1874",1.5,11.226,23.82,4.14,7.5,90
"1445","2789","1874","1873",1.75,16.123,12.25,2.17,7.5,129
"1446","2790","1873","1870",2.5,17.804,17.38,5.32,7.5,142
"1447","2791","1090","1887",2,15.18,1.44,0.32,7.5,121
"1448","2792","1150","1887",2.25,17.408,11.15,2.32,7.5,139
"1449","2793","1152","372",2.5,19.828,33.44,10.07,7.5,159
"1450","2794","1877","1138",1.5,12.672,5.35,1.18,8.07,94
"1451","2795","1877","1140",1.5,10.4,3.75,1.57,8.65,72
"1452","2796","816","367",4.5,22.184,2.91,0.28,7.5,177
"1453","2797","1806","1135",2,17.621,15.3,2.3,7.5,141
"1454","2798","1806","688",1.5,12.487,16.64,3.35,7.5,100
"1455","2799","1909","1230",3,17.031,14.2,1.52,7.5,136
"1456","2800","1231","55",2.5,10.823,6.38,0.69,8.71,75
"1457","2801","1878","462",2,11.61,49.55,18.05,7.5,93
"1458","2802","1878","891",2.5,19.192,14.94,2.8,7.5,154
"1459","2803","1879","794",2,16.703,5.74,1.25,7.5,134
"1460","2804","2211","1879",2,17.011,3.19,1.03,7.5,136
"1461","2805","1881","1880",1.5,11.165,9.64,2.9,7.87,85
"1462","2806","1880","1007",2,16.618,10.12,1.72,7.5,133
"1463","2807","327","1881",1.5,12.021,5.05,1.54,8.17,88
"1464","2808","111","1385",3.5,28.44,16.06,1.59,7.5,228
"1465","2809","116","324",2,19.378,5.39,1.09,7.5,155
"1466","2810","1881","1461",2,15.505,11,1.7,7.5,124
"1467","2811","1881","323",2.5,18.507,5.46,1.71,7.5,148
"1468","2812","1001","982",2.5,13.789,3.31,0.69,7.82,106
"1469","2813","1882","1109",1.5,12.356,15,3.38,7.5,99
"1470","2814","1882","378",1.25,8.633,8.8,1.37,9.23,56
"1471","2815","1335","101",1,8.768,11.75,3.12,8.47,62
"1472","2816","1329","1319",1.75,12.185,17.15,5.14,7.5,97
"1473","2817","1896","1471",1.5,10.021,15.74,2.82,8.25,73
"1474","2818","1896","893",1.5,9.571,9.85,3.17,8.2,70
"1475","2819","1347","388",3,20.132,24.85,5.1,7.5,161
"1476","2820","1642","196",2.5,17.069,25,4.41,7.5,137
"1477","2821","1883","378",2.25,18.24,0.7,0.16,7.5,146
"1478","2822","1756","1883",2.5,18.507,0.59,0.2,7.5,148
"1479","2823","770","179",4.5,30.322,41.11,9.28,7.5,243
"1480","2824","1698","1105",1.75,13.246,3.2,1.07,7.92,100
"1481","2825","1836","514",1.5,13.274,9.36,2.36,7.5,106
"1482","2826","1834","514",2,15.804,8.32,0.74,7.5,126
"1483","2827","514","502",2.5,16.211,5.32,1.24,7.5,130
"1484","2828","2227","1835",2,18.087,11.13,3.24,7.5,145
"1485","2829","2227","342",2,14.649,14.96,2.26,7.5,117
"1486","2831","2228","1268",1.5,10.784,2.38,0.4,8.75,74
"1487","2832","2228","185",2.5,22.558,3.06,0.4,7.5,180
"1488","2833","1801","1703",2.5,16.371,11.3,1.04,7.5,131
"1489","2834","2229","1758",1.75,23.703,60.78,18.12,7.5,190
"1490","2835","2229","1757",1.75,13.923,53.52,16.8,7.5,111
"1491","2836","2230","225",2.5,16.07,4.62,0.46,7.5,129
"1492","2837","2230","228",1.25,12.077,7.58,1.79,8.07,90
"1493","2838","1802","16",1.5,12.095,6.3,1.17,8.24,88
"1494","2839","1066","16",1.5,20.906,8.98,2.14,7.5,167
"1495","2840","35","1846",2.5,18.481,33.89,6.1,7.5,148
"1496","2841","2238","140",2,12.008,8.65,2.59,7.77,93
"1497","2842","2238","1792",2,15.239,9.16,2.7,7.5,122
"1498","2843","2237","1199",2.5,9.017,17.47,5.35,7.5,72
"1499","2844","2237","216",2.5,15.458,25.02,5.85,7.5,124
"1500","2845","68","2240",2,11.654,24,7.35,7.5,93
"1501","2846","1847","2240",2,17.924,15.25,3.71,7.5,143
"1502","2847","2239","1851",1.5,7.949,40.41,12.32,7.5,64
"1503","2848","2239","1852",1.5,7.431,42.41,10.95,7.5,59
"1504","2849","77","2236",2,15.858,3.83,0.47,7.5,127
"1505","2850","2236","1172",2,12.881,2.45,0.56,8.11,95
"1506","2851","246","244",2,15.983,9.8,3.19,7.5,128
"1507","2852","420","2234",2,12.716,13.96,2.02,7.8,98
"1508","2853","11","2234",1.5,10.93,13.14,3.79,7.5,87
"1509","3276","1598","1431",NA,1.897,9.94,4.54,9.61,12
"1510","3465","2252","1776",1.5,10.969,1.34,0.34,8.7,76
"1511","3466","2252","1897",1,9.065,1.83,0.45,9.26,59
"1512","3468","2254","1815",1.5,6.961,52.82,15.25,7.5,56
"1513","3469","2254","2253",2,8.751,64.66,13.33,7.5,70
"1514","3474","2257","232",1.75,13.072,8.92,0.74,8.03,98
"1515","3475","2257","1571",2,10.126,0.51,0.17,8.96,68
"1516","3476","2258","972",2.25,17.117,16.43,2.62,7.5,137
"1517","3477","2258","1520",2,16.621,11.16,2.43,7.5,133
"1518","3484","2262","408",1.5,14.385,5.07,1.08,7.57,114
"1519","3485","2262","1239",1,5.412,3.63,1.4,10.19,32
"1520","3486","2263","1506",2.5,20.606,12.19,2.56,7.5,165
"1521","3487","1508","2263",2.25,15.766,12.19,3.05,7.5,126
"1522","3508","289","2267",1.75,14.937,2.76,0.5,7.5,119
"1523","3509","2268","2267",2.75,17.158,0.85,0.48,7.5,137
"1524","3511","376","2269",1.5,11.734,4.72,1.87,8.15,86
"1525","3512","528","2269",1.5,11.774,0,0,8.47,83
"1526","3516","1055","2271",1.75,13.576,0,0,7.93,103
"1527","3517","2271","853",1,5.087,0,0,10.47,29
"1528","3521","507","2273",NA,7.521,0,0,9.74,46
"1529","3523","2275","2274",2.75,19.506,0,0,7.5,156
"1530","3524","2275","1606",2.5,16.975,0,0,7.5,136
"1531","3527","2277","1083",2,16.038,11.3,2.03,7.5,128
"1532","3528","2277","510",1.5,8.265,0,0,9.52,52
"1533","3530","2278","277",1.5,17.348,13.94,2.63,7.5,139
"1534","3531","814","2278",1.75,11.241,0,0,8.63,78
"1535","3532","1539","2279",1.5,10.852,11.17,3.84,7.5,87
"1536","3533","1538","2279",1.5,12.352,9.81,2.69,7.62,97
"1537","3535","1753","867",2,18.853,7.73,1.67,7.5,151
"1538","3536","1772","2273",NA,12.778,0,0,8.17,94
"1539","3537","2269","1099",1.5,9.354,0,0,9.19,61
"1540","3538","293","2268",2.75,19.407,0.97,0.16,7.5,155
"1541","3572","2302","36",1.5,13.927,12.19,4.53,7.5,111
"1542","3573","2302","2274",1.5,12.128,0,0,8.36,87
"1543","3574","2303","1824",3.25,18.251,0,0,7.5,146
"1544","3581","2303","1606",2.5,19.731,0,0,7.5,158
"1545","3617","2338","1143",2,12.283,0,0,8.32,89
"1546","3620","2341","2338",2,13.852,0,0,7.84,106
"1547","3621","1842","2341",2,12.178,0,0,8.35,88
"1548","3626","2345","1842",3,21.326,0,0,7.5,171
"1549","3627","2345","1843",2,16.957,0,0,7.5,136
"1550","3630","2350","1843",3,14.254,0,0,7.72,111
"1551","3638","1212","128",2.75,23.655,1.82,0.34,7.5,189
"1552","3639","834","119",2.5,17.936,9.39,1.61,7.5,143
"1553","3640","528","2350",2,16.74,0,0,7.5,134
"1554","3642","509","2267",1.75,19.314,0,0,7.5,155
"1555","3917","1571","754",1,4.441,0.31,0.09,10.67,25
